number,values_0,values_1,datetime_start,datetime_complete,duration,params_feat_loss,params_reset,params_temperature,system_attrs_NSGAIISampler:generation,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
102,0.7153526024742033,0.7,2025-05-17 16:26:10.009705,2025-05-17 16:26:56.393032,0 days 00:00:46.383327,cwd,False,5.0,2,COMPLETE,0.7,0.9,0.9,0.00020970869859904647,0.5079314649129325,4.25,1.0,0.0,True,30.0,0.25
120,0.7145544723789978,0.7,2025-05-17 16:39:50.118042,2025-05-17 16:40:31.862847,0 days 00:00:41.744805,mse,False,,2,COMPLETE,0.7,0.99,0.99,4.36098499546164e-05,0.0002871892480523373,3.5,4.5,0.1,False,,0.2
104,0.7142694259164243,0.7,2025-05-17 16:27:41.878741,2025-05-17 16:28:29.230502,0 days 00:00:47.351761,cwd,False,2.75,2,COMPLETE,0.7,0.8,0.8,6.572064908967159e-05,0.003983973971605316,2.0,4.75,0.15,False,,0.15000000000000002
31,0.7134712958212189,0.7,2025-05-17 15:15:45.745642,2025-05-17 15:17:13.751322,0 days 00:01:28.005680,mse,True,,0,COMPLETE,0.7,0.8,0.8,0.0021478734669031926,0.01961508993604867,3.0,3.5,0.05,False,,0.2
76,0.7133572772361895,0.7,2025-05-17 16:06:52.229470,2025-05-17 16:07:35.672006,0 days 00:00:43.442536,cwd,True,1.75,1,COMPLETE,0.7,0.995,0.995,0.0009411264036092151,0.0001092866651961811,0.0,0.0,0.05,False,,0.15000000000000002
17,0.7119890542158371,0.7,2025-05-17 15:01:52.003765,2025-05-17 15:02:49.250464,0 days 00:00:57.246699,cwd,True,4.25,0,COMPLETE,0.7,0.995,0.995,0.0009411264036092151,0.00019484172228292988,0.0,0.0,0.05,False,,0.3
65,0.7099937289778234,0.7,2025-05-17 15:58:17.276534,2025-05-17 15:59:04.201778,0 days 00:00:46.925244,cwd,True,0.75,1,COMPLETE,0.7,0.995,0.995,0.0009411264036092151,0.00019484172228292988,0.0,0.0,0.0,False,,0.3
106,0.7057180320392223,0.7,2025-05-17 16:29:14.923713,2025-05-17 16:30:01.297313,0 days 00:00:46.373600,mse,True,,2,COMPLETE,0.7,0.8,0.8,5.398371022833625e-05,0.0002871892480523373,1.25,1.0,0.1,False,,0.25
77,0.702411493073371,0.7,2025-05-17 16:07:35.693942,2025-05-17 16:08:19.327202,0 days 00:00:43.633260,cwd,True,1.0,1,COMPLETE,0.7,0.8,0.8,0.0021478734669031926,0.01961508993604867,3.0,3.5,0.05,True,90.0,0.25
9,0.7017273815631948,0.6,2025-05-17 14:54:50.393982,2025-05-17 14:55:40.886590,0 days 00:00:50.492608,cwd,False,3.5,0,COMPLETE,0.6,0.99,0.99,0.00014527375637488993,0.4594593036051878,3.5,1.5,0.15,False,,0.15000000000000002
32,0.7016703722706801,0.6,2025-05-17 15:17:13.784508,2025-05-17 15:18:59.110190,0 days 00:01:45.325682,mse,False,,0,COMPLETE,0.6,0.995,0.995,0.0004915712123145249,0.35236937661155876,0.0,1.5,0.0,True,60.0,0.3
8,0.6988199076449462,0.5,2025-05-17 14:54:02.388902,2025-05-17 14:54:50.370809,0 days 00:00:47.981907,mse,False,,0,COMPLETE,0.5,0.995,0.995,1.368505584890508e-05,0.02456428025142494,1.25,1.75,0.05,True,150.0,0.25
18,0.6983638333048287,0.5,2025-05-17 15:02:49.273530,2025-05-17 15:03:47.426440,0 days 00:00:58.152910,cwd,True,4.25,0,COMPLETE,0.5,0.995,0.995,2.3718775903877747e-05,0.00015904915266785736,2.75,4.75,0.15,False,,0.0
21,0.6979077589647112,0.7,2025-05-17 15:05:47.679014,2025-05-17 15:06:46.171634,0 days 00:00:58.492620,cwd,True,1.5,0,COMPLETE,0.7,0.995,0.995,4.705807413384114e-05,0.0007864517044185912,3.0,2.0,0.15,False,,0.2
