number,values_0,values_1,datetime_start,datetime_complete,duration,params_feat_loss,params_reset,params_temperature,system_attrs_NSGAIISampler:generation,state,params_prune_rate,params_momentum,params_momentum,params_kd_lr,params_kd_weight_decay,params_lamb,params_alpha,params_kd_warmup,params_kd_scheduler,params_kd_T_0,params_label_smoothing
78,0.7136666666666667,0.6,2025-05-17 02:57:14.691057,2025-05-17 02:57:38.578942,0 days 00:00:23.887885,mse,True,,1,COMPLETE,0.6,0.99,0.99,0.008698116324781171,3.0110010665542747e-05,3.0,4.0,0.0,True,120.0,0.25
91,0.7136666666666667,0.5,2025-05-17 03:02:39.111675,2025-05-17 03:03:05.392503,0 days 00:00:26.280828,cwd,True,2.75,1,COMPLETE,0.5,0.995,0.995,0.00659952687530927,0.00016307771351100071,3.25,2.5,0.15,False,,0.25
72,0.7136666666666667,0.6,2025-05-17 02:54:48.578469,2025-05-17 02:55:14.369722,0 days 00:00:25.791253,cwd,True,5.0,1,COMPLETE,0.6,0.99,0.99,0.00025025353116990746,0.0003809557986343181,2.0,2.5,0.0,False,,0.1
34,0.7136666666666667,0.6,2025-05-17 02:38:57.117393,2025-05-17 02:39:22.718821,0 days 00:00:25.601428,cwd,True,4.0,0,COMPLETE,0.6,0.995,0.995,0.001439902085301698,4.7733163399300084e-05,3.0,3.75,0.05,True,150.0,0.05
100,0.7136666666666667,0.7,2025-05-17 03:06:30.414740,2025-05-17 03:06:55.509902,0 days 00:00:25.095162,cwd,True,0.5,2,COMPLETE,0.7,0.995,0.995,0.000880731361169193,7.808463232052406e-05,2.25,4.75,0.05,True,90.0,0.15000000000000002
42,0.7133333333333334,0.7,2025-05-17 02:42:19.463810,2025-05-17 02:42:42.302796,0 days 00:00:22.838986,mse,False,,0,COMPLETE,0.7,0.8,0.8,4.1174396476031065e-05,0.0006508000152526809,0.75,1.0,0.0,True,150.0,0.0
59,0.7133333333333333,0.6,2025-05-17 02:49:21.899800,2025-05-17 02:49:47.452661,0 days 00:00:25.552861,mse,False,,1,COMPLETE,0.6,0.9,0.9,0.00038231069960434154,0.0006508000152526809,0.75,3.5,0.0,True,150.0,0.0
87,0.7130000000000001,0.5,2025-05-17 03:01:01.092302,2025-05-17 03:01:25.850284,0 days 00:00:24.757982,mse,False,,1,COMPLETE,0.5,0.9,0.9,6.855152069346782e-05,0.001748690661743855,2.0,4.75,0.1,True,30.0,0.1
119,0.7123333333333332,0.6,2025-05-17 03:14:23.098710,2025-05-17 03:14:48.685000,0 days 00:00:25.586290,cwd,True,1.0,2,COMPLETE,0.6,0.9,0.9,0.0007665314184094915,0.00012066866568799858,1.5,0.5,0.1,False,,0.1
124,0.7116666666666666,0.7,2025-05-17 03:16:27.357196,2025-05-17 03:16:52.649095,0 days 00:00:25.291899,cwd,False,3.25,2,COMPLETE,0.7,0.99,0.99,6.417060922214524e-05,0.19047791267327294,1.75,1.5,0.15,False,,0.05
111,0.7113333333333333,0.6,2025-05-17 03:11:03.601219,2025-05-17 03:11:29.243812,0 days 00:00:25.642593,cwd,True,5.0,2,COMPLETE,0.6,0.995,0.995,0.0002894995465257141,0.00013345377322182618,2.25,2.75,0.15,False,,0.3
33,0.7106666666666666,0.6,2025-05-17 02:38:33.108075,2025-05-17 02:38:57.094681,0 days 00:00:23.986606,mse,True,,0,COMPLETE,0.6,0.99,0.99,3.269577780350538e-05,2.20900017648762e-05,4.0,4.75,0.05,True,30.0,0.15000000000000002
81,0.7096666666666667,0.5,2025-05-17 02:58:31.879916,2025-05-17 02:58:58.244324,0 days 00:00:26.364408,cwd,True,0.25,1,COMPLETE,0.5,0.8,0.8,0.0005272726809943136,0.045916291494260686,3.75,2.0,0.1,False,,0.1
32,0.7096666666666667,0.6,2025-05-17 02:38:07.582732,2025-05-17 02:38:33.086403,0 days 00:00:25.503671,cwd,True,1.5,0,COMPLETE,0.6,0.9,0.9,0.0007665314184094915,0.00012066866568799858,1.5,2.5,0.15,True,30.0,0.1
98,0.7093333333333334,0.6,2025-05-17 03:05:39.695707,2025-05-17 03:06:05.380161,0 days 00:00:25.684454,cwd,False,1.75,1,COMPLETE,0.6,0.995,0.995,4.639272519012178e-05,0.04537208301463123,1.5,1.25,0.15,False,,0.05
