number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_power,params_imp_type,params_norm,params_num_layers,params_prune_type,params_residual,state
74,0.961437908,26:45.4,32:29.1,0 days 00:05:43.671603,0.8,9,fpgm,batch,2,bnscale,FALSE,COMPLETE
76,0.961437908,38:57.8,44:51.6,0 days 00:05:53.841762,0.8,9,fpgm,batch,2,bnscale,TRUE,COMPLETE
79,0.960784314,01:24.2,07:34.7,0 days 00:06:10.495194,0.8,9,fpgm,batch,2,bnscale,TRUE,COMPLETE
84,0.960784314,32:12.3,37:49.7,0 days 00:05:37.380768,0.8,9,fpgm,batch,2,bnscale,FALSE,COMPLETE
60,0.960566449,19:07.0,23:51.0,0 days 00:04:44.013041,0.8,9,fpgm,batch,2,bnscale,FALSE,COMPLETE
83,0.960566449,26:38.1,32:12.3,0 days 00:05:34.221831,0.8,9,fpgm,batch,2,bnscale,FALSE,COMPLETE
59,0.960348584,15:01.8,19:07.0,0 days 00:04:05.208131,0.8,8,lamp,batch,2,bnscale,FALSE,COMPLETE
67,0.960348584,53:51.1,58:37.9,0 days 00:04:46.782451,0.8,9,fpgm,batch,2,bnscale,FALSE,COMPLETE
41,0.960130719,07:36.1,10:13.2,0 days 00:02:37.107348,0.7,8,lamp,batch,2,bnscale,FALSE,COMPLETE
99,0.960130719,46:27.6,51:35.6,0 days 00:05:07.923254,0.7,9,fpgm,batch,2,bnscale,FALSE,COMPLETE
31,0.959912854,36:41.1,39:18.2,0 days 00:02:37.081420,0.7,8,lamp,batch,2,bnscale,FALSE,COMPLETE
62,0.959912854,28:34.8,33:20.5,0 days 00:04:45.630851,0.8,9,fpgm,batch,2,bnscale,FALSE,COMPLETE
32,0.959694989,39:18.2,41:55.4,0 days 00:02:37.185298,0.7,8,lamp,batch,2,bnscale,FALSE,COMPLETE
